timestamp,num_resumes,model_used,avg_score,max_score,min_score
2025-12-10T15:15:30.647604,1,ML,0.0986863635399741,0.0986863635399741,0.0986863635399741
2025-12-10T16:10:39.239460,1,ML,0.09868636353997416,0.09868636353997416,0.09868636353997416
